# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416296581;1.00;5075.43;186267.28;0.02;145918.68;0.00;0.00;0.00;0.00
axle;61;1416296641;0.07;239.24;152606.84;0.00;91623.48;0.00;0.00;0.00;0.00
axle;60;1416296701;0.13;291.92;206959.33;0.00;79559.36;0.00;0.00;0.00;0.00
axle;60;1416296761;0.07;368.54;197340.19;0.00;86858.30;0.00;0.00;0.00;0.00
axle;60;1416296821;0.60;273.72;70151.79;0.00;43370.30;0.00;0.00;0.00;0.00
axle;60;1416296881;0.13;32.55;38372.59;0.00;1459.83;0.00;0.00;0.00;0.00
axle;60;1416296941;0.20;65.30;58614.22;0.00;7197.33;0.00;0.00;0.00;0.00
axle;60;1416297001;0.20;40.15;46461.54;0.00;10467.34;0.00;0.00;0.00;0.00
axle;60;1416297061;0.13;29.14;41257.04;0.00;344.34;0.00;0.00;0.00;0.00
axle;60;1416297121;0.13;29.68;56279.84;0.00;3768.62;0.00;0.00;0.00;0.00
axle;60;1416297181;0.00;39.79;79310.20;0.00;6780.94;0.00;0.00;0.00;0.00
